13,2020-12-19,Sat,Matchweek 14,Away,L 1–2,Arsenal,Everton,Y,RM,90,60,68,88.2,1045,280,24,27,88.9,29,33,87.9,5,5,100.0,0,0.1,0.2,1,7,4,1,9,Match Report
14,2020-12-26,Sat,Matchweek 15,Home,W 3–1,Arsenal,Chelsea,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
16,2021-01-02,Sat,Matchweek 17,Away,W 4–0,Arsenal,West Brom,N,RB,37,26,31,83.9,350,153,18,19,94.7,8,10,80.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1,Match Report
17,2021-01-14,Thu,Matchweek 18,Home,D 0–0,Arsenal,Crystal Palace,Y,LB,64,34,44,77.3,447,91,25,27,92.6,5,9,55.6,2,3,66.7,0,0.0,0.0,0,3,0,0,3,Match Report
19,2021-01-26,Tue,Matchweek 20,Away,W 3–1,Arsenal,Southampton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
20,2021-01-30,Sat,Matchweek 21,Home,D 0–0,Arsenal,Manchester Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
21,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
22,2021-02-07,Sun,Matchweek 23,Away,L 0–2,West Brom,Tottenham,Y,"CM,RM",90,20,23,87.0,412,120,8,10,80.0,4,4,100.0,6,7,85.7,0,0.0,0.0,0,3,0,0,4,Match Report
23,2021-02-14,Sun,Matchweek 24,Home,D 1–1,West Brom,Manchester Utd,Y,CM,90,22,33,66.7,322,87,13,15,86.7,8,12,66.7,0,5,0.0,0,0.1,0.0,1,0,1,0,4,Match Report
24,2021-02-20,Sat,Matchweek 25,Away,D 0–0,West Brom,Burnley,Y,"LM,CM",90,20,26,76.9,281,90,11,13,84.6,5,6,83.3,2,2,100.0,0,0.5,0.5,1,1,1,0,4,Match Report
25,2021-02-27,Sat,Matchweek 26,Home,W 1–0,West Brom,Brighton,Y,CM,90,20,26,76.9,222,100,14,16,87.5,3,3,100.0,1,3,33.3,0,0.0,0.0,0,5,0,0,3,Match Report
26,2021-03-04,Thu,Matchweek 29,Home,L 0–1,West Brom,Everton,Y,CM,90,42,55,76.4,650,196,24,27,88.9,11,16,68.8,4,7,57.1,0,0.0,0.0,0,3,0,0,8,Match Report
27,2021-03-07,Sun,Matchweek 27,Home,D 0–0,West Brom,Newcastle Utd,Y,CM,90,29,39,74.4,382,72,19,26,73.1,7,7,100.0,1,3,33.3,0,0.0,0.1,0,2,3,0,5,Match Report
28,2021-03-13,Sat,Matchweek 28,Away,L 0–1,West Brom,Crystal Palace,Y,"LM,CM",90,27,34,79.4,342,97,13,15,86.7,6,7,85.7,3,3,100.0,0,0.0,0.1,0,1,1,1,2,Match Report
29,2021-04-03,Sat,Matchweek 30,Away,W 5–2,West Brom,Chelsea,Y,"CM,RM",90,22,26,84.6,234,106,12,13,92.3,5,5,100.0,1,2,50.0,0,0.0,0.0,0,1,0,0,2,Match Report
33,2021-05-03,Mon,Matchweek 34,Home,D 1–1,West Brom,Wolves,Y,"CM,DM",77,26,30,86.7,379,150,15,17,88.2,8,9,88.9,2,2,100.0,0,0.0,0.0,0,5,1,1,6,Match Report
37,2021-05-23,Sun,Matchweek 38,Away,L 1–3,West Brom,Leeds United,Y,CM,82,29,38,76.3,411,147,16,18,88.9,9,11,81.8,2,3,66.7,0,0.1,0.1,2,4,2,0,3,Match Report
