10,2018-12-01,Sat,Matchweek 14,Home,W 2–0,Crystal Palace,Burnley,N,LM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
11,2018-12-04,Tue,Matchweek 15,Away,L 1–3,Crystal Palace,Brighton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
12,2018-12-08,Sat,Matchweek 16,Away,L 2–3,Crystal Palace,West Ham,N,LM,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
13,2018-12-15,Sat,Matchweek 17,Home,W 1–0,Crystal Palace,Leicester City,N,RM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
14,2018-12-22,Sat,Matchweek 18,Away,W 3–2,Crystal Palace,Manchester City,N,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
15,2018-12-26,Wed,Matchweek 19,Home,D 0–0,Crystal Palace,Cardiff City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
16,2018-12-30,Sun,Matchweek 20,Home,L 0–1,Crystal Palace,Chelsea,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
17,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
18,2019-01-12,Sat,Matchweek 22,Away,D 0–0,Huddersfield,Cardiff City,Y,"RM,AM",90,4,4,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
19,2019-01-20,Sun,Matchweek 23,Home,L 0–3,Huddersfield,Manchester City,Y,"CM,DM",90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
20,2019-01-29,Tue,Matchweek 24,Home,L 0–1,Huddersfield,Everton,Y,"LM,DM,CM",90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
21,2019-02-02,Sat,Matchweek 25,Away,L 0–5,Huddersfield,Chelsea,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
22,2019-02-09,Sat,Matchweek 26,Home,L 1–2,Huddersfield,Arsenal,Y,AM,65,3,2,0,0,1,0,0,0,0,0,0,0,0,0,Match Report
23,2019-02-23,Sat,Matchweek 27,Away,L 0–2,Huddersfield,Newcastle Utd,Y,"AM,LW",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
25,2019-03-09,Sat,Matchweek 30,Home,L 0–2,Huddersfield,Bournemouth,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
26,2019-03-16,Sat,Matchweek 31,Away,L 3–4,Huddersfield,West Ham,N,"CM,DM",24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
