,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2017-08-12,Sat,Matchweek 1,Home,W 1–0,Everton,Stoke City,Y,"AM,RW",90,48,58,82.8,932,380,25,26,96.2,10,13,76.9,11,17,64.7,0,0.1,0.5,1,8,3,1,7,Match Report
1,2017-08-21,Mon,Matchweek 2,Away,D 1–1,Everton,Manchester City,Y,"FW,RW",89,23,34,67.6,500,167,9,11,81.8,8,10,80.0,6,9,66.7,0,0.1,0.1,2,3,0,0,3,Match Report
2,2017-08-27,Sun,Matchweek 3,Away,L 0–2,Everton,Chelsea,Y,AM,90,35,42,83.3,515,100,21,22,95.5,10,10,100.0,2,6,33.3,0,0.2,0.1,2,2,1,0,3,Match Report
3,2017-09-09,Sat,Matchweek 4,Home,L 0–3,Everton,Tottenham,Y,"RW,AM",90,29,40,72.5,477,126,16,20,80.0,4,5,80.0,6,11,54.5,0,0.2,0.2,2,5,1,0,6,Match Report
4,2017-09-17,Sun,Matchweek 5,Away,L 0–4,Everton,Manchester Utd,Y,FW,81,40,59,67.8,741,117,14,19,73.7,18,24,75.0,5,7,71.4,0,0.0,0.0,0,8,0,0,8,Match Report
5,2017-09-23,Sat,Matchweek 6,Home,W 2–1,Everton,Bournemouth,Y,RW,54,22,26,84.6,296,75,12,14,85.7,9,9,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,2,Match Report
6,2017-10-01,Sun,Matchweek 7,Home,L 0–1,Everton,Burnley,N,"DM,AM",28,17,24,70.8,387,151,6,7,85.7,4,6,66.7,6,9,66.7,0,0.0,0.0,0,3,1,0,4,Match Report
7,2017-10-15,Sun,Matchweek 8,Away,D 1–1,Everton,Brighton,Y,"FW,RW",89,26,32,81.3,395,52,14,16,87.5,9,10,90.0,2,4,50.0,0,0.3,0.4,4,1,1,1,1,Match Report
8,2017-10-22,Sun,Matchweek 9,Home,L 2–5,Everton,Arsenal,Y,"AM,RW",73,22,31,71.0,321,81,8,13,61.5,9,11,81.8,1,1,100.0,0,0.1,0.1,2,1,2,2,0,Match Report
9,2017-10-29,Sun,Matchweek 10,Away,L 0–2,Everton,Leicester City,Y,"FW,AM",73,44,55,80.0,843,140,19,24,79.2,18,20,90.0,6,9,66.7,0,0.1,0.3,4,8,2,0,7,Match Report
10,2017-11-05,Sun,Matchweek 11,Home,W 3–2,Everton,Watford,Y,LW,67,18,26,69.2,259,57,8,12,66.7,5,7,71.4,2,4,50.0,0,0.3,0.1,2,0,0,0,3,Match Report
11,2017-11-18,Sat,Matchweek 12,Away,D 2–2,Everton,Crystal Palace,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
