16,2019-12-29,Sun,Matchweek 20,Away,L 0–1,Wolves,Liverpool,Y,CB,90,16,24,66.7,373,153,4,5,80.0,7,9,77.8,4,8,50.0,0,0.0,0.0,0,3,0,0,3,Match Report
17,2020-01-01,Wed,Matchweek 21,Away,L 1–2,Wolves,Watford,Y,CB,53,30,36,83.3,529,106,12,12,100.0,14,14,100.0,3,8,37.5,0,0.0,0.0,0,1,0,0,1,Match Report
18,2020-01-11,Sat,Matchweek 22,Home,D 1–1,Wolves,Newcastle Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
19,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
20,2020-06-20,Sat,Matchweek 30,Away,D 1–1,Leicester City,Watford,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
22,2020-07-04,Sat,Matchweek 33,Home,W 3–0,Leicester City,Crystal Palace,N,WB,46,16,24,66.7,234,168,9,9,100.0,5,10,50.0,1,4,25.0,0,0.0,0.0,0,3,0,0,1,Match Report
23,2020-07-07,Tue,Matchweek 34,Away,D 1–1,Leicester City,Arsenal,Y,CB,75,34,45,75.6,579,170,14,18,77.8,19,21,90.5,1,4,25.0,0,0.0,0.0,0,1,0,0,2,Match Report
24,2020-07-12,Sun,Matchweek 35,Away,L 1–4,Leicester City,Bournemouth,N,CB,75,44,57,77.2,869,438,14,15,93.3,24,31,77.4,5,7,71.4,0,0.0,0.0,0,6,0,0,6,Match Report
25,2020-07-16,Thu,Matchweek 36,Home,W 2–0,Leicester City,Sheffield Utd,Y,CB,90,43,57,75.4,840,381,18,19,94.7,16,21,76.2,8,16,50.0,0,0.0,0.0,0,9,0,0,2,Match Report
26,2020-07-19,Sun,Matchweek 37,Away,L 0–3,Leicester City,Tottenham,Y,CB,45,42,44,95.5,701,226,19,19,100.0,21,23,91.3,1,1,100.0,0,0.0,0.0,0,5,0,0,2,Match Report
27,2020-07-26,Sun,Matchweek 38,Home,L 0–2,Leicester City,Manchester Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
